date,open,high,low,close,volume
2021-03-02 00:00:00+05:30,2122.0,2130.0,2089.1,2106.0,7915073
2021-03-03 00:00:00+05:30,2121.05,2219.9,2107.2,2202.1,14733134
2021-03-04 00:00:00+05:30,2180.0,2189.95,2157.7,2175.85,9892597
2021-03-05 00:00:00+05:30,2156.0,2211.95,2153.05,2178.7,11773630
2021-03-08 00:00:00+05:30,2168.5,2231.9,2168.0,2191.1,9002404
2021-03-09 00:00:00+05:30,2200.0,2213.8,2146.6,2191.05,6993792
2021-03-10 00:00:00+05:30,2207.0,2215.1,2170.25,2181.95,5316182
2021-03-12 00:00:00+05:30,2195.0,2206.4,2123.9,2137.6,7783173
2021-03-15 00:00:00+05:30,2140.05,2148.9,2080.5,2108.9,7706302
2021-03-16 00:00:00+05:30,2114.0,2126.0,2095.5,2100.6,6402757
2021-03-17 00:00:00+05:30,2098.05,2103.0,2035.1,2055.35,8865521
2021-03-18 00:00:00+05:30,2072.9,2084.8,2001.0,2009.1,9528809
2021-03-19 00:00:00+05:30,1991.0,2095.85,1982.8,2082.0,19284892
2021-03-22 00:00:00+05:30,2071.0,2074.0,2033.2,2062.4,8571196
2021-03-23 00:00:00+05:30,2061.95,2109.7,2056.0,2087.5,8039865
2021-03-24 00:00:00+05:30,2079.75,2079.75,2040.4,2047.3,7763726
2021-03-25 00:00:00+05:30,2054.0,2054.0,1985.0,1991.45,10153757
2021-03-26 00:00:00+05:30,2012.0,2013.7,1973.7,1994.65,9313160
2021-03-30 00:00:00+05:30,2008.0,2048.9,1991.55,2029.3,9433850
2021-03-31 00:00:00+05:30,2018.0,2049.9,1999.0,2003.1,7499740
2021-04-01 00:00:00+05:30,2018.0,2030.0,2003.15,2021.85,5410307
2021-04-05 00:00:00+05:30,2024.95,2025.0,1962.1,1992.6,6864856
2021-04-06 00:00:00+05:30,2004.0,2004.95,1969.0,1984.3,6465241
2021-04-07 00:00:00+05:30,2000.0,2046.9,1993.3,2002.85,11198918
2021-04-08 00:00:00+05:30,2011.0,2022.0,1993.0,2005.35,7092878
2021-04-09 00:00:00+05:30,1998.45,2006.35,1980.0,1982.05,6478482
2021-04-12 00:00:00+05:30,1959.0,1961.4,1900.25,1911.15,9646031
2021-04-13 00:00:00+05:30,1924.0,1940.6,1917.85,1931.8,8958261
2021-04-15 00:00:00+05:30,1926.3,1961.0,1913.0,1944.3,9102492
2021-04-16 00:00:00+05:30,1936.6,1949.9,1926.45,1932.1,7225679
2021-04-19 00:00:00+05:30,1904.0,1916.4,1890.0,1901.7,8527967
2021-04-20 00:00:00+05:30,1910.5,1919.0,1890.45,1901.15,7939490
2021-04-22 00:00:00+05:30,1892.25,1914.45,1876.7,1906.4,6687573
2021-04-23 00:00:00+05:30,1906.0,1918.9,1895.35,1904.35,5459016
2021-04-26 00:00:00+05:30,1920.0,1962.0,1911.5,1937.85,9620785
2021-04-27 00:00:00+05:30,1940.0,1997.2,1938.25,1988.65,9226547
2021-04-28 00:00:00+05:30,1997.85,2008.0,1980.15,1997.3,7902002
2021-04-29 00:00:00+05:30,2022.9,2044.5,2007.3,2024.05,8035915
2021-04-30 00:00:00+05:30,2008.5,2036.0,1987.55,1994.5,9150974
2021-01-01 00:00:00+05:30,1988.0,1997.0,1982.0,1987.5,4622002
2021-01-04 00:00:00+05:30,1995.1,1998.9,1968.0,1990.85,11312992
2021-01-05 00:00:00+05:30,1969.0,1983.6,1956.0,1966.1,11132803
2021-01-06 00:00:00+05:30,1965.9,1966.0,1905.15,1914.25,21414270
2021-01-07 00:00:00+05:30,1920.5,1945.0,1905.15,1911.15,14918406
2021-01-08 00:00:00+05:30,1918.0,1938.4,1912.1,1933.7,12709792
2021-01-11 00:00:00+05:30,1938.8,1938.8,1892.5,1897.25,15371556
2021-01-12 00:00:00+05:30,1903.0,1960.0,1899.9,1957.05,18996047
2021-01-13 00:00:00+05:30,1963.55,1974.95,1918.45,1938.8,12284876
