date,open,high,low,close,volume
2021-03-02 00:00:00+05:30,2960.0,3025.0,2948.0,3006.35,3306469
2021-03-03 00:00:00+05:30,3035.0,3064.0,2996.9,3059.1,3509857
2021-03-04 00:00:00+05:30,3023.0,3081.45,3016.05,3049.7,3916760
2021-03-05 00:00:00+05:30,3016.1,3063.2,2996.6,3008.05,3203686
2021-03-08 00:00:00+05:30,3016.0,3033.0,2996.0,3006.95,2003125
2021-03-09 00:00:00+05:30,3006.95,3066.9,2992.1,3050.95,1942397
2021-03-10 00:00:00+05:30,3075.0,3093.2,3060.0,3070.95,3053778
2021-03-12 00:00:00+05:30,3075.0,3117.0,3041.35,3057.95,2938317
2021-03-15 00:00:00+05:30,3041.0,3099.0,3041.0,3066.15,3097140
2021-03-16 00:00:00+05:30,3060.0,3141.0,3060.0,3110.05,4894756
2021-03-17 00:00:00+05:30,3105.0,3155.0,3085.3,3112.95,3838390
2021-03-18 00:00:00+05:30,3125.95,3146.45,2987.05,3036.5,3656306
2021-03-19 00:00:00+05:30,3030.0,3099.0,3005.0,3050.2,5776626
2021-03-22 00:00:00+05:30,3048.7,3139.45,3018.65,3129.65,2821646
2021-03-23 00:00:00+05:30,3140.0,3169.0,3122.85,3142.6,3305973
2021-03-24 00:00:00+05:30,3111.2,3152.3,3111.15,3121.1,2207104
2021-03-25 00:00:00+05:30,3112.2,3130.85,3050.0,3064.85,3179786
2021-03-26 00:00:00+05:30,3090.65,3118.0,3043.05,3066.8,3697370
2021-03-30 00:00:00+05:30,3083.0,3188.45,3060.9,3158.55,4694261
2021-03-31 00:00:00+05:30,3155.0,3205.0,3132.0,3177.85,3530069
2021-04-01 00:00:00+05:30,3191.1,3215.0,3145.0,3165.0,4285076
2021-04-05 00:00:00+05:30,3171.0,3263.0,3151.0,3238.9,5317862
2021-04-06 00:00:00+05:30,3275.0,3275.0,3230.0,3264.7,2291562
2021-04-07 00:00:00+05:30,3259.0,3277.55,3234.8,3271.4,2491268
2021-04-08 00:00:00+05:30,3270.0,3335.0,3266.05,3317.35,2578118
2021-04-09 00:00:00+05:30,3354.0,3354.35,3308.0,3322.25,2911129
2021-04-12 00:00:00+05:30,3322.25,3338.1,3213.2,3246.55,3791828
2021-04-13 00:00:00+05:30,3214.0,3214.0,3073.05,3104.05,8654596
2021-04-15 00:00:00+05:30,3160.3,3237.25,3087.45,3218.95,6062760
2021-04-16 00:00:00+05:30,3229.0,3247.0,3182.6,3195.15,3224657
2021-04-19 00:00:00+05:30,3169.0,3189.0,3135.1,3161.8,2679106
2021-04-20 00:00:00+05:30,3225.0,3225.35,3126.35,3144.55,3141893
